page_span	ocr_signal	class	segment	flags
p0001	high_resolution_blank_control	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive;high_resolution_blank_control
p0002-p0003	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0004	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0005-p0011	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0012	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0013-p0014	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0015	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0016-p0018	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0019	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0020-p0022	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0023	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0024-p0025	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0026	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0027-p0028	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0029	not_crosschecked_in_this_round	short-text-or-nontext	S1_p0001-p0040	visual_checked;small_source_region;minimal_text;modern_catalog_or_cover_sheet;minimal_metadata
p0030	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0031-p0033	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0034	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0035-p0036	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0037	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0038-p0039	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0040	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
