page_span	ocr_signal	class	segment	flags
p0041-p0043	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0044	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0045-p0046	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0047-p0048	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0049	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0050	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0051-p0052	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0053-p0054	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0055	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0056-p0057	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0058	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0059-p0060	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0061	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0062-p0063	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0064-p0066	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0067-p0068	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0069-p0074	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0075	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0076-p0079	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0080	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0081-p0084	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0085	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
