page_span	ocr_signal	class	segment	flags
p0001	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0002-p0004	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0005	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0006-p0008	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0009	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0010	selective_high_resolution_visual_control	usable-with-noise-visual	S1_p0001-p0040	visual_checked;two_large_handwritten_or_linear_sheets;retrieval_usable_with_noise;rotation_risk
p0011-p0014	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0015	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0016-p0019	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0020	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0021-p0022	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0023-p0025	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0026-p0027	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0028	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0029-p0032	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0033	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0034-p0035	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0036	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0037-p0039	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0040	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0041-p0042	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0043	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0044-p0045	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0046	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0047-p0048	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0049	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0050-p0051	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0052	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0053-p0058	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0059	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0060-p0062	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0063	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0064-p0069	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0070	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0071-p0073	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0074	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0075-p0077	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0078	not_crosschecked_in_this_round	blank-no-substantive-visual	S2_p0041-p0080	visual_checked;visual_blank_or_no_substantive
p0079-p0080	not_crosschecked_in_this_round	high-noise-layout-risk	S2_p0041-p0080	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0081	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0082	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0083-p0087	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0088	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0089-p0091	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0092	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0093-p0095	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0096	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0097-p0098	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0099	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0100-p0101	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0102	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0103-p0105	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0106	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0107-p0110	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0111	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0112-p0114	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0115	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0116-p0118	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0119	not_crosschecked_in_this_round	blank-no-substantive-visual	S3_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0120	not_crosschecked_in_this_round	high-noise-layout-risk	S3_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0121-p0122	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0123	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0124-p0125	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0126	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
