page_id	chars	class	packet	flags
p0001	1387	usable-with-noise	A1	visual_checked
p0002	2181	usable-with-noise	A1	visual_checked
p0003	2643	usable-with-noise	A1	visual_checked
p0004	2154	usable-with-noise	A1	visual_checked
p0005	1382	usable-with-noise	A1	visual_checked
p0006	1511	usable-with-noise	A1	visual_checked
p0007	800	usable-with-noise	A1	visual_checked
p0008	0	false-empty-recovery	A2	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0009	0	false-empty-recovery	A2	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0010	436	high-noise	A2	mounted_slip_layout;reading_order_risk;modern_2024_WEF_intrusion
p0011	768	high-noise	A2	mounted_slip_layout;reading_order_risk
p0012	463	high-noise	A2	mounted_slip_layout;reading_order_risk;repeat_overgeneration
p0013	1328	high-noise	A2	mounted_slip_layout;reading_order_risk;modern_2024_ID_intrusion
p0014	1224	high-noise	A2	mounted_slip_layout;reading_order_risk;generated_modern_English_prose
p0015	626	high-noise	A2	mounted_slip_layout;reading_order_risk
p0016	223	high-noise	A2	mounted_slip_layout;reading_order_risk
p0017	146	high-noise	A2	severe_under_capture
p0018	192	high-noise	A2	severe_under_capture
p0019	72	high-noise	A2	severe_under_capture
p0020	146	high-noise	A2	severe_under_capture
p0021	1	high-noise	A2	severe_under_capture
p0022	19	short-text	A2	visual_checked
p0023	113	high-noise	A2	severe_under_capture
p0024	140	high-noise	A2	severe_under_capture
p0025	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0026	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0027	926	high-noise	A2	mounted_slip_layout;reading_order_risk;mixed_script_hallucination
p0028	0	false-empty-recovery	A2	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0029	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0030	741	high-noise	A2	mounted_slip_layout;reading_order_risk;modern_BING_Vegetarian_intrusion
p0031	884	high-noise	A2	mounted_slip_layout;reading_order_risk
p0032	0	blank-no-substantive	A2	baseline_empty_verified_blank
p0033	505	high-noise	A2	mounted_slip_layout;reading_order_risk
p0034	419	high-noise	A2	mounted_slip_layout;reading_order_risk
p0035	5	short-text	A3	visual_checked
p0036	108	usable-with-noise	A3	visual_checked
p0037	131	usable-with-noise	A3	visual_checked
p0038	304	usable-with-noise	A3	visual_checked
p0039	318	usable-with-noise	A3	visual_checked
p0040	309	usable-with-noise	A3	visual_checked
p0041	232	usable-with-noise	A3	visual_checked
p0042	528	usable-with-noise	A3	belgian_library_request_form;huizinga_name_visual
p0043	696	short-text	A3	belgian_library_request_form
p0044	0	blank-no-substantive	A3	baseline_empty_verified_blank
p0045	0	blank-no-substantive	A3	baseline_empty_verified_blank
p0046	0	short-text	A3	baseline_empty_short_text;rockefeller_stationery_visual
p0047	849	high-noise	A4	mounted_slip_layout;reading_order_risk
p0048	1596	high-noise	A4	mounted_slip_layout;reading_order_risk
p0049	1349	high-noise	A4	mounted_slip_layout;reading_order_risk;semantic_hallucination
p0050	1271	high-noise	A4	mounted_slip_layout;reading_order_risk
p0051	62	high-noise	A4	mounted_slip_layout;reading_order_risk;repeat_run_overgeneration
p0052	1236	high-noise	A4	mounted_slip_layout;reading_order_risk;generated_modern_prose
p0053	0	false-empty-recovery	A4	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0054	8	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0055	0	short-text	A4	mounted_slip_layout;reading_order_risk;baseline_empty_short_text;rockefeller_stationery_visual
p0056	814	high-noise	A4	mounted_slip_layout;reading_order_risk
p0057	631	high-noise	A4	mounted_slip_layout;reading_order_risk
p0058	0	false-empty-recovery	A4	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0059	0	short-text	A4	mounted_slip_layout;reading_order_risk;baseline_empty_short_text;rockefeller_stationery_visual
p0060	804	high-noise	A4	mounted_slip_layout;reading_order_risk
p0061	302	high-noise	A4	mounted_slip_layout;reading_order_risk
p0062	61	short-text	A4	rockefeller_stationery_visual
p0063	570	high-noise	A4	mounted_slip_layout;reading_order_risk
p0064	391	high-noise	A4	mounted_slip_layout;reading_order_risk;numeric_enumeration_overgeneration
p0065	30	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0066	61	short-text	A4	rockefeller_stationery_visual
p0067	512	high-noise	A4	mounted_slip_layout;reading_order_risk
p0068	0	false-empty-recovery	A4	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0069	61	short-text	A4	mounted_slip_layout;reading_order_risk;rockefeller_stationery_visual
p0070	678	high-noise	A4	mounted_slip_layout;reading_order_risk;formula_semantic_hallucination
p0071	391	high-noise	A4	mounted_slip_layout;reading_order_risk
p0072	433	high-noise	A4	mounted_slip_layout;reading_order_risk;modern_2020_intrusion
p0073	314	high-noise	A4	mounted_slip_layout;reading_order_risk;modern_2020_film_intrusion
p0074	61	short-text	A4	mounted_slip_layout;reading_order_risk;rockefeller_stationery_visual
p0075	598	high-noise	A4	mounted_slip_layout;reading_order_risk
p0076	490	high-noise	A4	mounted_slip_layout;reading_order_risk
p0077	64	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0078	61	short-text	A4	mounted_slip_layout;reading_order_risk;rockefeller_stationery_visual
p0079	1114	high-noise	A4	mounted_slip_layout;reading_order_risk
p0080	273	high-noise	A4	mounted_slip_layout;reading_order_risk
p0081	764	high-noise	A4	mounted_slip_layout;reading_order_risk
p0082	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0083	0	false-empty-recovery	A4	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0084	925	high-noise	A4	mounted_slip_layout;reading_order_risk;mixed_script_modern_intrusion
p0085	699	high-noise	A4	mounted_slip_layout;reading_order_risk;repetition_semantic_overgeneration
p0086	1211	high-noise	A4	mounted_slip_layout;reading_order_risk;duplicated_header_and_generated_prose
p0087	346	high-noise	A4	mounted_slip_layout;reading_order_risk
p0088	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0089	0	false-empty-recovery	A4	mounted_slip_layout;reading_order_risk;baseline_empty_false_negative;substantive_text_visible
p0090	356	high-noise	A4	mounted_slip_layout;reading_order_risk
p0091	61	short-text	A4	rockefeller_stationery_visual
p0092	440	high-noise	A4	mounted_slip_layout;reading_order_risk
p0093	652	high-noise	A4	mounted_slip_layout;reading_order_risk
p0094	450	high-noise	A4	mounted_slip_layout;reading_order_risk
p0095	532	high-noise	A4	mounted_slip_layout;reading_order_risk
p0096	61	short-text	A4	rockefeller_stationery_visual
p0097	712	high-noise	A4	mounted_slip_layout;reading_order_risk
p0098	560	high-noise	A4	mounted_slip_layout;reading_order_risk
p0099	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0100	196	high-noise	A4	modern_2020_home_based_intrusion
p0101	40	high-noise	A4	severe_under_capture
p0102	113	high-noise	A4	severe_under_capture
p0103	146	high-noise	A4	severe_under_capture
p0104	66	high-noise	A4	severe_under_capture
p0105	104	high-noise	A4	severe_under_capture
p0106	0	false-empty-recovery	A4	baseline_empty_false_negative;substantive_text_visible
p0107	342	high-noise	A4	mounted_slip_layout;reading_order_risk
p0108	1593	high-noise	A4	mounted_slip_layout;reading_order_risk;modern_2024_intrusion
p0109	337	high-noise	A4	mounted_slip_layout;reading_order_risk
p0110	1152	high-noise	A4	mounted_slip_layout;reading_order_risk
p0111	1409	high-noise	A4	mounted_slip_layout;reading_order_risk
p0112	1015	high-noise	A4	mounted_slip_layout;reading_order_risk
p0113	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0114	845	high-noise	A4	mounted_slip_layout;reading_order_risk
p0115	211	high-noise	A4	mounted_slip_layout;reading_order_risk
p0116	61	short-text	A4	rockefeller_stationery_visual
p0117	512	high-noise	A4	mounted_slip_layout;reading_order_risk
p0118	76	high-noise	A4	mounted_slip_layout;reading_order_risk;severe_under_capture
p0119	908	high-noise	A4	mounted_slip_layout;reading_order_risk
p0120	439	high-noise	A4	mounted_slip_layout;reading_order_risk
p0121	61	short-text	A4	rockefeller_stationery_visual
p0122	792	high-noise	A4	mounted_slip_layout;reading_order_risk
p0123	1627	high-noise	A4	mounted_slip_layout;reading_order_risk
p0124	1055	high-noise	A4	mounted_slip_layout;reading_order_risk
p0125	215	high-noise	A4	mounted_slip_layout;reading_order_risk
p0126	392	high-noise	A4	mounted_slip_layout;reading_order_risk
p0127	0	short-text	A4	baseline_empty_short_text;rockefeller_stationery_visual
p0128	988	high-noise	A4	mounted_slip_layout;reading_order_risk
