page_span	ocr_signal	class	segment	flags
p0001	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0002-p0008	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0009	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0010-p0011	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0012	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0013-p0014	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0015	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0016-p0017	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0018	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0019-p0022	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0023	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0024-p0025	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0026	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0027-p0029	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0030	not_crosschecked_in_this_round	blank-no-substantive-visual	S1_p0001-p0040	visual_checked;visual_blank_or_no_substantive
p0031-p0033	not_crosschecked_in_this_round	high-noise-layout-risk	S1_p0001-p0040	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
