page_span	ocr_signal	class	segment	flags
p0161-p0162	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0163	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0164-p0165	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0166	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0167-p0168	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0169	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0170-p0171	selective_visual_object_control	short-text-or-nontext	S5_p0161-p0200	visual_checked;sparse_envelope_or_folder_object;minimal_text_or_nontext
p0172-p0177	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0178	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0179-p0182	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0183	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0184-p0186	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0187	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0188-p0191	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0192	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0193-p0194	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0195	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0196-p0199	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0200	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0201-p0202	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0203	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0204-p0205	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0206	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0207-p0211	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0212	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0213-p0214	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0215	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0216-p0218	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0219	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0220-p0221	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0222	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0223-p0224	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0225	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0226-p0227	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0228	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0229-p0231	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0232	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0233-p0234	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0235	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0236-p0237	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0238	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0239-p0240	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
