page_span	ocr_signal	class	segment	flags
p0201	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0202	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0203	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0204	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0205	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0206	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0207	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0208	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0209	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0210	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0211	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0212	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0213	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0215	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0214	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0215	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0215	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
