page_span	ocr_signal	class	segment	flags
p0161	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0162	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0163	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0164	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0165	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0166	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0167	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0168	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0169	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0170	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0171	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0172	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0173	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0174	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0175	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0176	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0177	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0215	visual_checked;visual_blank_or_no_substantive
p0178	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0215	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0179	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0215	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0180	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0181	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0215	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
