page_span	ocr_signal	class	segment	flags
p0241	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0242	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0243	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0244	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0245	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0241-p0262	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0246	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0247	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0248	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0249	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0250	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0241-p0262	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0251	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0252	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0253	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0254	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0255	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0256	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0241-p0262	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0257	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0241-p0262	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0258	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0259	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0260	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0261	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0262	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0241-p0262	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
