page_span	ocr_signal	class	segment	flags
p0081	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0082	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0083	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0084	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0085	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0086	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0087	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0088	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0089	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0090	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0091	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0092	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0093	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0094	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0095	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0096	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0097	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;printed_source_region;retrieval_stronger_with_noise
p0098	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0099	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0100	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0101	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0102	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0103	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0104	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0105	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0106	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0107	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0108	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0109	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0110	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0111	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0112	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0113	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0114	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0115	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0116	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0117	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;blank_or_no_substantive_control;visual_blank_or_no_substantive
p0118	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0119	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0120	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
