page_id	scan_page	baseline_chars	class	notes
chunk_011:p0001	0001	61	verified-short-text	short cover/title card: Engeland. 1603–1649 / course-year notes
chunk_011:p0002	0002	1092	usable-with-noise	
chunk_011:p0003	0003	1011	usable-with-noise	
chunk_011:p0004	0004	1091	usable-with-noise	
chunk_011:p0005	0005	1038	usable-with-noise	
chunk_011:p0006	0006	1106	usable-with-noise	
chunk_011:p0007	0007	595	usable-with-noise	
chunk_011:p0008	0008	1158	usable-with-noise	
chunk_011:p0009	0009	1047	usable-with-noise	
chunk_011:p0010	0010	1326	usable-with-noise	
chunk_011:p0011	0011	1195	usable-with-noise	
chunk_011:p0012	0012	1373	usable-with-noise	
chunk_011:p0013	0013	1159	usable-with-noise	
chunk_011:p0014	0014	1030	usable-with-noise	
chunk_011:p0015	0015	1128	usable-with-noise	
chunk_011:p0016	0016	1308	usable-with-noise	
chunk_011:p0017	0017	1175	usable-with-noise	
chunk_011:p0018	0018	1409	usable-with-noise	
chunk_011:p0019	0019	1204	usable-with-noise	
chunk_011:p0020	0020	1177	usable-with-noise	
chunk_011:p0021	0021	1648	usable-with-noise	
chunk_011:p0022	0022	1292	usable-with-noise	
chunk_011:p0023	0023	1135	usable-with-noise	
chunk_011:p0024	0024	1194	usable-with-noise	
chunk_011:p0025	0025	2102	usable-with-noise	
chunk_011:p0026	0026	1244	usable-with-noise	
chunk_011:p0027	0027	1048	usable-with-noise	
chunk_011:p0028	0028	1010	usable-with-noise	
chunk_011:p0029	0029	1115	usable-with-noise	
chunk_011:p0030	0030	1399	usable-with-noise	
chunk_011:p0031	0031	1139	usable-with-noise	
chunk_011:p0032	0032	1077	usable-with-noise	
chunk_011:p0033	0033	1127	usable-with-noise	
chunk_011:p0034	0034	1182	usable-with-noise	
chunk_011:p0035	0035	1142	usable-with-noise	
chunk_011:p0036	0036	1233	usable-with-noise	
chunk_011:p0037	0037	1159	usable-with-noise	
chunk_011:p0038	0038	1264	usable-with-noise	
chunk_011:p0039	0039	1150	usable-with-noise	
chunk_011:p0040	0040	1197	usable-with-noise	
chunk_011:p0041	0041	1390	usable-with-noise	
chunk_011:p0042	0042	1003	usable-with-noise	
chunk_011:p0043	0043	275	usable-with-noise	small mounted/loose handwritten card; baseline short but proportionate to visible text
chunk_011:p0044	0044	1877	usable-with-noise	
chunk_011:p0045	0045	1120	usable-with-noise	
chunk_011:p0046	0046	1113	usable-with-noise	
chunk_011:p0047	0047	1143	usable-with-noise	
chunk_011:p0048	0048	1109	usable-with-noise	
chunk_011:p0049	0049	1121	usable-with-noise	
chunk_011:p0050	0050	1214	usable-with-noise	
chunk_011:p0051	0051	1212	usable-with-noise	
chunk_011:p0052	0052	1024	usable-with-noise	
chunk_011:p0053	0053	1042	usable-with-noise	
chunk_011:p0054	0054	1117	usable-with-noise	
chunk_011:p0055	0055	1217	usable-with-noise	
chunk_011:p0056	0056	1112	usable-with-noise	
chunk_011:p0057	0057	1426	usable-with-noise	
chunk_011:p0058	0058	1466	usable-with-noise	
chunk_011:p0059	0059	1181	usable-with-noise	
chunk_011:p0060	0060	1416	usable-with-noise	
chunk_011:p0061	0061	374	high-noise	severe mounted-slip under-capture; baseline output is short and largely nonsensical relative to two visible handwritten slips
chunk_011:p0062	0062	1259	usable-with-noise	
chunk_011:p0063	0063	1127	usable-with-noise	
chunk_011:p0064	0064	1115	usable-with-noise	
chunk_011:p0065	0065	1192	usable-with-noise	
chunk_011:p0066	0066	1124	usable-with-noise	
chunk_011:p0067	0067	1107	usable-with-noise	
chunk_011:p0068	0068	310	usable-with-noise	small mounted/loose handwritten card; baseline short but proportionate to visible text
chunk_011:p0069	0069	1120	usable-with-noise	
chunk_011:p0070	0070	1207	usable-with-noise	
chunk_011:p0071	0071	1048	usable-with-noise	
chunk_011:p0072	0072	1160	usable-with-noise	
chunk_011:p0073	0073	1139	usable-with-noise	
chunk_011:p0074	0074	284	usable-with-noise	illustrated printed title page; OCR captures title anchors with errors
chunk_011:p0075	0075	6246	usable-with-noise	mixed printed catalogue page plus handwritten notes; baseline rich but not quotation-safe
chunk_011:p0076	0076	1110	usable-with-noise	
chunk_011:p0077	0077	1175	usable-with-noise	
chunk_011:p0078	0078	1150	usable-with-noise	
chunk_011:p0079	0079	1188	usable-with-noise	
chunk_011:p0080	0080	1242	usable-with-noise	
chunk_011:p0081	0081	1156	usable-with-noise	
chunk_011:p0082	0082	1596	usable-with-noise	
chunk_011:p0083	0083	1046	usable-with-noise	
chunk_011:p0084	0084	1041	usable-with-noise	
chunk_011:p0085	0085	1124	usable-with-noise	
chunk_011:p0086	0086	1098	usable-with-noise	
chunk_011:p0087	0087	1166	usable-with-noise	
chunk_011:p0088	0088	1223	usable-with-noise	
chunk_011:p0089	0089	1065	usable-with-noise	
chunk_011:p0090	0090	1144	usable-with-noise	
chunk_011:p0091	0091	755	usable-with-noise	
chunk_011:p0092	0092	1112	usable-with-noise	
chunk_011:p0093	0093	1129	usable-with-noise	
chunk_011:p0094	0094	1170	usable-with-noise	
chunk_011:p0095	0095	1792	usable-with-noise	
chunk_011:p0096	0096	1179	usable-with-noise	
chunk_011:p0097	0097	1156	usable-with-noise	
chunk_011:p0098	0098	1436	usable-with-noise	
chunk_011:p0099	0099	1348	usable-with-noise	
chunk_011:p0100	0100	1187	usable-with-noise	
chunk_011:p0101	0101	1078	usable-with-noise	
chunk_011:p0102	0102	1126	usable-with-noise	
chunk_011:p0103	0103	1321	usable-with-noise	
chunk_011:p0104	0104	1237	usable-with-noise	
chunk_011:p0105	0105	1304	usable-with-noise	
chunk_011:p0106	0106	1173	usable-with-noise	
chunk_011:p0107	0107	1742	usable-with-noise	
chunk_011:p0108	0108	1146	usable-with-noise	
chunk_011:p0109	0109	1086	usable-with-noise	
chunk_011:p0110	0110	1148	usable-with-noise	
chunk_011:p0111	0111	1158	usable-with-noise	
chunk_011:p0112	0112	1385	usable-with-noise	
chunk_011:p0113	0113	1105	usable-with-noise	
chunk_011:p0114	0114	1123	usable-with-noise	
chunk_011:p0115	0115	1172	usable-with-noise	
chunk_011:p0116	0116	1203	usable-with-noise	
chunk_011:p0117	0117	1115	usable-with-noise	
chunk_011:p0118	0118	1194	usable-with-noise	
chunk_011:p0119	0119	1224	usable-with-noise	
chunk_011:p0120	0120	1095	usable-with-noise	
chunk_011:p0121	0121	1105	usable-with-noise	
chunk_011:p0122	0122	1177	usable-with-noise	
chunk_011:p0123	0123	1114	usable-with-noise	
chunk_011:p0124	0124	1075	usable-with-noise	
chunk_011:p0125	0125	1230	usable-with-noise	
chunk_011:p0126	0126	1775	usable-with-noise	
chunk_011:p0127	0127	1182	usable-with-noise	
chunk_011:p0128	0128	1107	usable-with-noise	
chunk_011:p0129	0129	1127	usable-with-noise	
chunk_011:p0130	0130	1090	usable-with-noise	
chunk_011:p0131	0131	1208	usable-with-noise	
chunk_011:p0132	0132	1242	usable-with-noise	
chunk_011:p0133	0133	1177	usable-with-noise	
chunk_011:p0134	0134	1234	usable-with-noise	
chunk_011:p0135	0135	1328	usable-with-noise	
chunk_011:p0136	0136	1316	usable-with-noise	
chunk_011:p0137	0137	1304	usable-with-noise	
chunk_011:p0138	0138	1240	usable-with-noise	
chunk_011:p0139	0139	1255	usable-with-noise	
chunk_011:p0140	0140	1231	usable-with-noise	
chunk_011:p0141	0141	1403	usable-with-noise	
chunk_011:p0142	0142	1971	usable-with-noise	
chunk_011:p0143	0143	1304	usable-with-noise	
chunk_011:p0144	0144	1621	usable-with-noise	
chunk_011:p0145	0145	1146	usable-with-noise	
chunk_011:p0146	0146	1178	usable-with-noise	
chunk_011:p0147	0147	1163	high-noise	mixed-script/hallucinated OCR on dense handwritten notebook page; exact quotation requires close reading
chunk_011:p0148	0148	1202	usable-with-noise	
chunk_011:p0149	0149	1184	usable-with-noise	
chunk_011:p0150	0150	0	blank	visually blank folded/blank leaf; baseline empty OCR confirmed
