page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_004:p0081	1301	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0082	59	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0083	711	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0084	36	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0085	1113	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0086	534	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0087	797	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0088	1130	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0089	999	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0090	857	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0091	1447	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0092	1931	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0093	1551	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0094	1660	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0095	745	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0096	792	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0097	950	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0098	814	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0099	1841	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0100	1100	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0101	0	blank_confirmed	blank	false	blank	chunk_004__p0081-0120.pdf
chunk_004:p0102	1779	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0103	813	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0104	1304	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0105	1150	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0106	1572	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0107	835	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0108	751	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0109	1108	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0110	35	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0111	1071	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0112	1186	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0113	1675	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0114	0	blank_confirmed	blank	false	blank	chunk_004__p0081-0120.pdf
chunk_004:p0115	1138	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0116	1104	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0117	138	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0118	1189	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0119	1008	text_present	usable	false	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0120	1049	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0081-0120.pdf
chunk_004:p0121	929	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0122	1020	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0123	1105	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0124	1112	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0125	1142	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0126	1081	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0127	1085	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0128	1071	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0129	1153	text_present	usable	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0130	1031	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0131	467	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
chunk_004:p0132	1113	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_004__p0121-0160.pdf
