page_span	ocr_signal	class	segment	flags
p0161-p0163	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0164	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0165-p0167	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0168	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0169-p0170	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0171	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0172-p0176	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0177	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0178-p0181	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0182	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0183-p0186	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0187	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0188-p0190	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0191	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0192	not_crosschecked_in_this_round	short-text-or-nontext	S4_p0161-p0200	visual_checked;small_source_region;minimal_text;envelope_or_small_note
p0193	not_crosschecked_in_this_round	short-text-or-nontext	S4_p0161-p0200	visual_checked;small_source_region;minimal_text;single_small_slip
p0194-p0195	not_crosschecked_in_this_round	usable-with-noise-visual	S4_p0161-p0200	visual_checked;printed_or_clipping_source;narrow_printed_clipping
p0196	not_crosschecked_in_this_round	short-text-or-nontext	S4_p0161-p0200	visual_checked;small_source_region;minimal_text;single_small_label
p0197	not_crosschecked_in_this_round	short-text-or-nontext	S4_p0161-p0200	visual_checked;small_source_region;minimal_text;torn_small_source_region
p0198	high_resolution_blank_control	blank-no-substantive-visual	S4_p0161-p0200	visual_checked;visual_blank_or_no_substantive;high_resolution_blank_control
p0199-p0200	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
