page_span	ocr_signal	class	segment	flags
p0081-p0083	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0084	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0085-p0091	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0092	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0093-p0094	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0095	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0096-p0102	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0103	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0104-p0106	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0107	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0108-p0109	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0110	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0111	high_resolution_short_text_control	short-text-or-nontext	S_gap_p0081-p0120	visual_checked;small_source_region_or_nontext;minimal_text_or_image;high_resolution_visual_check
p0112	high_resolution_blank_control	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive;high_resolution_visual_check
p0113	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0114-p0117	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0118	not_crosschecked_in_this_round	blank-no-substantive-visual	S_gap_p0081-p0120	visual_checked;visual_blank_or_no_substantive
p0119-p0120	not_crosschecked_in_this_round	high-noise-layout-risk	S_gap_p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
