page_id	scan_page	baseline_chars	class	notes
chunk_022:p0001	0001	879	usable-with-noise	
chunk_022:p0002	0002	1798	usable-with-noise	
chunk_022:p0003	0003	1479	usable-with-noise	
chunk_022:p0004	0004	601	high-noise	name-heavy / roster-like sheet; proper-name OCR unstable; document function unverified; quotation unsafe without image check
chunk_022:p0005	0005	1289	high-noise	name-heavy / roster-like sheet; proper-name OCR unstable; document function unverified; quotation unsafe without image check
chunk_022:p0006	0006	804	high-noise	name-heavy / roster-like sheet; proper-name OCR unstable; document function unverified; quotation unsafe without image check
chunk_022:p0007	0007	265	high-noise	name-heavy / roster-like sheet; proper-name OCR unstable; document function unverified; quotation unsafe without image check
chunk_022:p0008	0008	0	blank/no-substantive	blank card/sheet; no substantive retrievable text visible
chunk_022:p0009	0009	650	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0010	0010	1792	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0011	0011	1332	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0012	0012	780	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0013	0013	2032	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0014	0014	0	false-empty	baseline OCR empty; mounted board contains multiple handwritten slips; false-empty recovery; exact reading requires close transcription
chunk_022:p0015	0015	0	blank/no-substantive	blank card; no substantive retrievable text visible
chunk_022:p0016	0016	2149	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0017	0017	912	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0018	0018	2746	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0019	0019	0	false-empty	baseline OCR empty; mounted board contains multiple handwritten slips; false-empty recovery; exact reading requires close transcription
chunk_022:p0020	0020	805	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0021	0021	1634	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0022	0022	1250	high-noise	mounted/compound slips; OCR under-captures text and reading order is unstable; use for retrieval only until close transcription
chunk_022:p0023	0023	765	usable-with-noise	printed Historical Association pamphlet begins; source is not Huizinga-authored manuscript
chunk_022:p0024	0024	3635	usable-with-noise	printed C. K. Webster essay comparing Vienna 1814–15 and Paris 1919; OCR largely reliable
chunk_022:p0025	0025	3287	usable-with-noise	
chunk_022:p0026	0026	2902	usable-with-noise	
chunk_022:p0027	0027	3183	usable-with-noise	
chunk_022:p0028	0028	2908	usable-with-noise	
chunk_022:p0029	0029	3189	usable-with-noise	
chunk_022:p0030	0030	3018	usable-with-noise	
chunk_022:p0031	0031	3574	usable-with-noise	
chunk_022:p0032	0032	3251	usable-with-noise	
chunk_022:p0033	0033	2745	usable-with-noise	
chunk_022:p0034	0034	2238	usable-with-noise	
chunk_022:p0035	0035	2717	usable-with-noise	
chunk_022:p0036	0036	2427	usable-with-noise	
chunk_022:p0037	0037	794	usable-with-noise	
chunk_022:p0038	0038	36	short-text	short packet title; scan corrects baseline OCR to `Duitsche Rijk 1648–1688. 1924/25. 1934/35 ten deele`
chunk_022:p0039	0039	745	high-noise	first dense manuscript page after `Duitsche Rijk 1648–1688` packet title; handwriting OCR strongly garbled; image check required for quotation
chunk_022:p0040	0040	901	usable-with-noise	
chunk_022:p0041	0041	2123	usable-with-noise	
chunk_022:p0042	0042	2512	usable-with-noise	
chunk_022:p0043	0043	2560	usable-with-noise	
chunk_022:p0044	0044	1877	usable-with-noise	
chunk_022:p0045	0045	2448	usable-with-noise	
chunk_022:p0046	0046	2196	usable-with-noise	
chunk_022:p0047	0047	2520	usable-with-noise	
chunk_022:p0048	0048	2017	usable-with-noise	
chunk_022:p0049	0049	2321	usable-with-noise	
chunk_022:p0050	0050	2461	usable-with-noise	
chunk_022:p0051	0051	2364	usable-with-noise	
chunk_022:p0052	0052	2205	usable-with-noise	
chunk_022:p0053	0053	2047	usable-with-noise	
chunk_022:p0054	0054	2027	usable-with-noise	
chunk_022:p0055	0055	2269	usable-with-noise	
chunk_022:p0056	0056	2145	usable-with-noise	
chunk_022:p0057	0057	2199	usable-with-noise	
chunk_022:p0058	0058	2301	usable-with-noise	
chunk_022:p0059	0059	2173	usable-with-noise	
chunk_022:p0060	0060	2018	usable-with-noise	
chunk_022:p0061	0061	2117	usable-with-noise	
chunk_022:p0062	0062	2057	usable-with-noise	
chunk_022:p0063	0063	2248	usable-with-noise	
chunk_022:p0064	0064	2313	usable-with-noise	
chunk_022:p0065	0065	2272	usable-with-noise	
chunk_022:p0066	0066	2230	usable-with-noise	
chunk_022:p0067	0067	1989	usable-with-noise	
chunk_022:p0068	0068	2091	usable-with-noise	
chunk_022:p0069	0069	2079	usable-with-noise	
chunk_022:p0070	0070	2145	usable-with-noise	
chunk_022:p0071	0071	2010	usable-with-noise	
chunk_022:p0072	0072	2179	usable-with-noise	
chunk_022:p0073	0073	2031	usable-with-noise	
chunk_022:p0074	0074	2067	usable-with-noise	
chunk_022:p0075	0075	1980	usable-with-noise	
chunk_022:p0076	0076	2240	usable-with-noise	
chunk_022:p0077	0077	2012	usable-with-noise	
chunk_022:p0078	0078	2163	usable-with-noise	
chunk_022:p0079	0079	2132	usable-with-noise	
