page_span	ocr_signal	class	segment	flags
p0081	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0082	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0083	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0084	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0085	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0086	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0087	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0088	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0089	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0090	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0091	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0092	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0093	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0120	visual_checked;visual_blank_or_no_substantive
p0094	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0095	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0096	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0097	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0098	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0120	visual_checked;visual_blank_or_no_substantive
p0099	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0100	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0101	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0102	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0103	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0120	visual_checked;visual_blank_or_no_substantive
p0104	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0105	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0106	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0107	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0108	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0109	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0110	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0111	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0112	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0113	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0114	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0115	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0116	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0117	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0120	visual_checked;visual_blank_or_no_substantive
p0118	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0119	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0120	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
