page_span	ocr_signal	class	segment	flags
p0121	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0122	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0123	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0124	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0125	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0126	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0127	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0128	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0129	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0130	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0131	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0132	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0133	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0121-p0227	visual_checked;visual_blank_or_no_substantive
p0134	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0121-p0227	visual_checked;visual_blank_or_no_substantive
p0135	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0227	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0136	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0121-p0227	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
