page_span	ocr_signal	class	segment	flags
p0041	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0042	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0043	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0044	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0045	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0046	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0047	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0048	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0049	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0050	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0051	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0052	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0053	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0054	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0055	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0056	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0057	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0058	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0059	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0041-p0080	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0060	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0080	visual_checked;sparse_source_regions;short_text_or_nontext_control
