page_span	ocr_signal	class	segment	flags
p0001	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0002	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0003-p0015	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0016	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0200	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0017	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0018-p0031	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0032	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0033-p0040	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0041	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0042-p0043	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0044-p0059	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0060	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0061	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0062-p0065	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0066	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0067-p0072	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0073	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0074	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0075-p0078	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0079	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0080	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0081-p0083	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0084	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0085	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0086-p0097	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0098	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
p0099-p0100	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0200	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0101	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0200	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0102-p0115	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0116	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0200	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0117	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0200	visual_checked;visual_blank_or_no_substantive
