page_span	ocr_signal	class	segment	flags
p0081	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0082	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0083	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0084	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0085	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0086	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0087	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0088	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0089	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0090	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0091	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-0120	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0092	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0093	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0094	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0095	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0096	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0097	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0098	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0099	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0100	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0101	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-0120	visual_checked;visual_blank_or_no_substantive
p0102	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0103	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0104	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
