page_id	scan_page	baseline_chars	class	notes
chunk_017:p0001	0001	342	usable-with-noise	
chunk_017:p0002	0002	773	usable-with-noise	
chunk_017:p0003	0003	742	usable-with-noise	
chunk_017:p0004	0004	716	usable-with-noise	
chunk_017:p0005	0005	757	usable-with-noise	
chunk_017:p0006	0006	0	false-empty	baseline empty; short handwritten slip visible
chunk_017:p0007	0007	851	usable-with-noise	
chunk_017:p0008	0008	1964	usable-with-noise	
chunk_017:p0009	0009	1986	usable-with-noise	
chunk_017:p0010	0010	614	usable-with-noise	
chunk_017:p0011	0011	56	high-noise	mounted board with several handwritten bibliographical slips; OCR captures only a tiny fraction
chunk_017:p0012	0012	0	false-empty	baseline empty; mounted board with several substantive handwritten slips
chunk_017:p0013	0013	1405	usable-with-noise	
chunk_017:p0014	0014	1655	usable-with-noise	
chunk_017:p0015	0015	1325	usable-with-noise	
chunk_017:p0016	0016	765	usable-with-noise	
chunk_017:p0017	0017	1155	usable-with-noise	
chunk_017:p0018	0018	753	usable-with-noise	
chunk_017:p0019	0019	1521	usable-with-noise	
chunk_017:p0020	0020	1303	usable-with-noise	
chunk_017:p0021	0021	1360	usable-with-noise	
chunk_017:p0022	0022	1358	usable-with-noise	
chunk_017:p0023	0023	1366	usable-with-noise	
chunk_017:p0024	0024	1368	usable-with-noise	
chunk_017:p0025	0025	1285	usable-with-noise	
chunk_017:p0026	0026	732	usable-with-noise	
chunk_017:p0027	0027	1308	usable-with-noise	
chunk_017:p0028	0028	1366	usable-with-noise	
chunk_017:p0029	0029	2579	usable-with-noise	
chunk_017:p0030	0030	944	usable-with-noise	
chunk_017:p0031	0031	1427	usable-with-noise	
chunk_017:p0032	0032	880	usable-with-noise	
chunk_017:p0033	0033	327	usable-with-noise	
chunk_017:p0034	0034	790	usable-with-noise	
chunk_017:p0035	0035	1419	usable-with-noise	
chunk_017:p0036	0036	1393	usable-with-noise	
chunk_017:p0037	0037	1509	usable-with-noise	
chunk_017:p0038	0038	1356	usable-with-noise	
chunk_017:p0039	0039	1449	usable-with-noise	
chunk_017:p0040	0040	1537	usable-with-noise	
chunk_017:p0041	0041	1296	usable-with-noise	
chunk_017:p0042	0042	1354	usable-with-noise	
chunk_017:p0043	0043	1437	usable-with-noise	
chunk_017:p0044	0044	1776	usable-with-noise	
chunk_017:p0045	0045	1214	usable-with-noise	
chunk_017:p0046	0046	1041	usable-with-noise	
chunk_017:p0047	0047	256	high-noise	hand-drawn figure/box diagram with notes; severe visual under-capture
chunk_017:p0048	0048	405	usable-with-noise	
chunk_017:p0049	0049	6589	high-noise	compound page; pathological OCR over-expansion relative to visible layout
chunk_017:p0050	0050	2393	usable-with-noise	
chunk_017:p0051	0051	1522	usable-with-noise	
chunk_017:p0052	0052	1547	usable-with-noise	
chunk_017:p0053	0053	1898	usable-with-noise	
chunk_017:p0054	0054	1322	usable-with-noise	
chunk_017:p0055	0055	1455	usable-with-noise	
chunk_017:p0056	0056	371	usable-with-noise	OCR repetition-cleanup flag present; residual text remains usable with caution
chunk_017:p0057	0057	1244	usable-with-noise	
chunk_017:p0058	0058	1318	usable-with-noise	
chunk_017:p0059	0059	1400	usable-with-noise	
chunk_017:p0060	0060	278	usable-with-noise	
chunk_017:p0061	0061	1634	usable-with-noise	
chunk_017:p0062	0062	1339	usable-with-noise	
chunk_017:p0063	0063	868	usable-with-noise	
chunk_017:p0064	0064	1405	usable-with-noise	
chunk_017:p0065	0065	1439	usable-with-noise	
chunk_017:p0066	0066	1569	usable-with-noise	
chunk_017:p0067	0067	1500	usable-with-noise	
chunk_017:p0068	0068	1844	usable-with-noise	
chunk_017:p0069	0069	0	false-empty	baseline empty; right-hand manuscript sheet contains substantive handwriting
chunk_017:p0070	0070	674	usable-with-noise	
chunk_017:p0071	0071	1915	usable-with-noise	
chunk_017:p0072	0072	2001	usable-with-noise	
chunk_017:p0073	0073	1865	usable-with-noise	
chunk_017:p0074	0074	1480	usable-with-noise	
chunk_017:p0075	0075	1739	usable-with-noise	
chunk_017:p0076	0076	1336	usable-with-noise	
chunk_017:p0077	0077	1428	usable-with-noise	
chunk_017:p0078	0078	2378	usable-with-noise	
chunk_017:p0079	0079	1362	usable-with-noise	
chunk_017:p0080	0080	407	usable-with-noise	
chunk_017:p0081	0081	1383	usable-with-noise	
chunk_017:p0082	0082	1506	usable-with-noise	
