page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_001:p0001	638	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0002	824	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0003	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0004	814	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0005	1061	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0006	1144	text_present	usable	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0007	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0008	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0009	1216	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0010	1236	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0011	844	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0012	946	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0013	1346	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0014	28	text_present	usable	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0015	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0016	558	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0017	1084	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0018	0	false_empty_recovered	manual_recovery	true	empty_ocr_visual_review.jsonl	chunk_001__p0001-0040.pdf
chunk_001:p0019	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0020	0	false_empty_recovered	manual_recovery	false	empty_ocr_visual_review.jsonl	chunk_001__p0001-0040.pdf
chunk_001:p0021	1622	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0022	1586	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0023	1767	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0024	861	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0025	1498	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0026	1354	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0027	1420	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0028	1385	text_present	usable	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0029	684	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0030	1535	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0031	1395	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0032	1512	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0033	1345	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0034	1346	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0035	717	text_present	usable	false	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0036	1600	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0037	1567	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0038	1376	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0039	1611	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0001-0040.pdf
chunk_001:p0040	0	blank_confirmed	blank	false	blank	chunk_001__p0001-0040.pdf
chunk_001:p0041	0	blank_confirmed	blank	false	blank	chunk_001__p0041-0080.pdf
chunk_001:p0042	216	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0043	1359	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0044	242	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0045	1523	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0046	2294	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0047	1995	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0048	1245	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0049	464	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0050	1749	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0051	1517	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0052	1905	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0053	1390	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0054	1572	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0055	1316	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0056	0	blank_confirmed	blank	false	blank	chunk_001__p0041-0080.pdf
chunk_001:p0057	1660	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0058	1341	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0059	492	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0060	1434	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0061	1475	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0062	1423	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0063	1176	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0064	1889	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0065	1501	text_present	usable	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0066	1376	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0067	959	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_001__p0041-0080.pdf
chunk_001:p0068	0	false_empty_recovered	manual_recovery	true	empty_ocr_visual_review.jsonl	chunk_001__p0041-0080.pdf
chunk_001:p0069	1719	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_001__p0041-0080.pdf
