page_id	scan_page	baseline_chars	class	notes
chunk_012:p0001	0001	13	verified-short-text	short course-title card: Eng. Staatsvorm / 1928/29; baseline captures only year
chunk_012:p0002	0002	1511	usable-with-noise	
chunk_012:p0003	0003	1059	usable-with-noise	
chunk_012:p0004	0004	1199	usable-with-noise	
chunk_012:p0005	0005	1106	usable-with-noise	
chunk_012:p0006	0006	1011	usable-with-noise	
chunk_012:p0007	0007	1973	usable-with-noise	
chunk_012:p0008	0008	2059	usable-with-noise	
chunk_012:p0009	0009	1265	usable-with-noise	
chunk_012:p0010	0010	871	usable-with-noise	
chunk_012:p0011	0011	1468	usable-with-noise	
chunk_012:p0012	0012	1206	usable-with-noise	
chunk_012:p0013	0013	1446	usable-with-noise	
chunk_012:p0014	0014	1229	usable-with-noise	
chunk_012:p0015	0015	1290	usable-with-noise	
chunk_012:p0016	0016	1137	usable-with-noise	
chunk_012:p0017	0017	1458	usable-with-noise	
chunk_012:p0018	0018	1583	usable-with-noise	
chunk_012:p0019	0019	1272	usable-with-noise	
chunk_012:p0020	0020	1368	usable-with-noise	
chunk_012:p0021	0021	1128	usable-with-noise	
chunk_012:p0022	0022	1399	usable-with-noise	
chunk_012:p0023	0023	1054	usable-with-noise	
chunk_012:p0024	0024	1042	usable-with-noise	
chunk_012:p0025	0025	992	usable-with-noise	
chunk_012:p0026	0026	1204	usable-with-noise	
chunk_012:p0027	0027	873	usable-with-noise	
chunk_012:p0028	0028	1040	usable-with-noise	
chunk_012:p0029	0029	1097	usable-with-noise	
chunk_012:p0030	0030	1297	usable-with-noise	
chunk_012:p0031	0031	973	usable-with-noise	
chunk_012:p0032	0032	1073	usable-with-noise	
chunk_012:p0033	0033	1044	usable-with-noise	
chunk_012:p0034	0034	1096	usable-with-noise	
chunk_012:p0035	0035	1104	usable-with-noise	
chunk_012:p0036	0036	920	usable-with-noise	
chunk_012:p0037	0037	1002	usable-with-noise	
chunk_012:p0038	0038	1070	usable-with-noise	
chunk_012:p0039	0039	1075	usable-with-noise	
chunk_012:p0040	0040	1024	usable-with-noise	
chunk_012:p0041	0041	988	usable-with-noise	
chunk_012:p0042	0042	996	usable-with-noise	
chunk_012:p0043	0043	1316	usable-with-noise	
chunk_012:p0044	0044	1089	usable-with-noise	
chunk_012:p0045	0045	1045	usable-with-noise	
chunk_012:p0046	0046	1009	usable-with-noise	
chunk_012:p0047	0047	946	usable-with-noise	
chunk_012:p0048	0048	1075	usable-with-noise	
chunk_012:p0049	0049	1149	usable-with-noise	
chunk_012:p0050	0050	1060	usable-with-noise	
chunk_012:p0051	0051	1037	usable-with-noise	
chunk_012:p0052	0052	960	usable-with-noise	
chunk_012:p0053	0053	1252	usable-with-noise	
chunk_012:p0054	0054	1021	usable-with-noise	
chunk_012:p0055	0055	1112	usable-with-noise	
chunk_012:p0056	0056	1061	usable-with-noise	
chunk_012:p0057	0057	1063	usable-with-noise	
chunk_012:p0058	0058	1053	usable-with-noise	
chunk_012:p0059	0059	1013	usable-with-noise	
chunk_012:p0060	0060	1012	usable-with-noise	
chunk_012:p0061	0061	1060	usable-with-noise	
chunk_012:p0062	0062	989	usable-with-noise	
chunk_012:p0063	0063	1118	usable-with-noise	
chunk_012:p0064	0064	1097	usable-with-noise	
chunk_012:p0065	0065	1044	usable-with-noise	
chunk_012:p0066	0066	1000	usable-with-noise	
chunk_012:p0067	0067	1022	usable-with-noise	
chunk_012:p0068	0068	1064	usable-with-noise	
chunk_012:p0069	0069	1040	usable-with-noise	
chunk_012:p0070	0070	1018	usable-with-noise	
chunk_012:p0071	0071	1024	usable-with-noise	
chunk_012:p0072	0072	1086	usable-with-noise	
chunk_012:p0073	0073	970	usable-with-noise	
chunk_012:p0074	0074	987	usable-with-noise	
chunk_012:p0075	0075	1235	usable-with-noise	
chunk_012:p0076	0076	1104	usable-with-noise	
chunk_012:p0077	0077	1072	usable-with-noise	
chunk_012:p0078	0078	1007	usable-with-noise	
chunk_012:p0079	0079	961	usable-with-noise	
chunk_012:p0080	0080	981	usable-with-noise	
chunk_012:p0081	0081	724	usable-with-noise	
chunk_012:p0082	0082	1048	usable-with-noise	
chunk_012:p0083	0083	1114	usable-with-noise	
chunk_012:p0084	0084	1080	usable-with-noise	
chunk_012:p0085	0085	1075	usable-with-noise	
chunk_012:p0086	0086	1060	usable-with-noise	
chunk_012:p0087	0087	1093	usable-with-noise	
chunk_012:p0088	0088	1161	usable-with-noise	
chunk_012:p0089	0089	1238	usable-with-noise	
chunk_012:p0090	0090	1305	usable-with-noise	
chunk_012:p0091	0091	1092	usable-with-noise	
chunk_012:p0092	0092	358	usable-with-noise	
chunk_012:p0093	0093	0	blank	blank leaf; baseline empty confirmed
