page_span	ocr_signal	class	segment	flags
p0081	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0082	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0120	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0083	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0120	visual_checked;cover_or_folder_or_sparse_control;short_text_or_nontext_control
p0084	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0120	visual_checked;cover_or_folder_or_sparse_control;short_text_or_nontext_control
p0085	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0120	visual_checked;cover_or_folder_or_sparse_control;short_text_or_nontext_control
p0086	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0087	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0088	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0089	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0090	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0091	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0092	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0093	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0094	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0095	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0096	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0097	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0098	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0099	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0100	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0101	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0102	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0103	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0104	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0105	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0106	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0107	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0108	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0109	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0110	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0111	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0112	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0113	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0114	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0115	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0116	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0117	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0118	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0120	visual_checked;high_resolution_blank_control;visual_blank_or_no_substantive
p0119	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0120	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0120	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0120	visual_checked;cover_or_folder_or_sparse_control;short_text_or_nontext_control
