page_span	ocr_signal	class	segment	flags
p0121	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0122	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0123	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0124	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0125	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0126	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0127	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0128	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0129	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0130	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0131	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0132	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0133	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0134	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0135	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0136	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0137	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0138	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0139	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0140	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0141	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0142	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0143	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0144	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0145	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0146	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0147	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0148	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0149	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0150	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0151	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0152	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0153	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0154	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0155	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0156	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0121-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
