page_span	ocr_signal	class	segment	flags
p0041	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0042	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0043	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0044	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0222	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0045	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0046	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0047	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0048	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0049	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0050	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0051	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0052	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0053	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0054	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0055	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0056	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0057	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0058	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0059	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0060	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0061	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0062	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0063	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0064	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0065	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0066	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0041-p0222	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0067	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0068	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0069	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0070	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0071	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0072	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0073	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0074	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0041-p0222	visual_checked;visual_blank_or_no_substantive
p0075	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0076	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0077	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0078	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0041-p0222	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
