page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_007:p0001	855	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0002	2396	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0003	2666	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0004	3024	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0005	2961	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0006	1719	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0007	463	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0008	2723	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0009	3891	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0010	2949	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0011	1224	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0012	1297	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0013	1153	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0014	1468	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0015	1104	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0016	1089	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0017	1138	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0018	1296	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0019	1422	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0020	1234	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0021	1230	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0022	1164	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0023	406	text_present	usable	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0024	3067	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0025	4941	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0026	5952	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0027	4853	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0028	5726	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0029	3386	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0030	3934	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0031	2676	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0032	2986	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0033	2958	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0034	3577	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0035	3887	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0036	3288	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0037	3747	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0038	3696	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0039	2341	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0040	3786	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0001-0040.pdf
chunk_007:p0041	3887	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0042	4049	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0043	3876	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0044	4102	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0045	452	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0046	3596	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0047	4604	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0048	3991	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0049	3578	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0050	5543	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0051	2773	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0052	4391	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0053	4785	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0054	4150	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
chunk_007:p0055	5203	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_007__p0041-0080.pdf
