page_span	ocr_signal	class	segment	flags
p0201-p0202	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0203	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0204-p0205	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0206	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0207-p0208	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0209	selective_high_resolution_visual_control	usable-with-noise-visual	S6_p0201-p0236	visual_checked;large_linear_manuscript_or_list_sheets;retrieval_usable_with_noise;rotation_or_handwriting_risk
p0210-p0214	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0215	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0216-p0220	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0221	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0222-p0223	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0224	selective_high_resolution_visual_control	short-text-or-nontext	S6_p0201-p0236	visual_checked;envelope_or_file_object;minimal_label_text;short_nontext_control
p0225-p0226	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0227	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0228-p0231	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0232	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0236	visual_checked;visual_blank_or_no_substantive
p0233-p0236	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0236	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
