page_span	ocr_signal	class	segment	flags
p0161	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0162	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0163	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0164	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0165	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0166	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0167	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0229	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0168	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0229	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0169	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0170	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0171	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0172	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0173	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0174	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0229	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0175	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0176	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0177	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0178	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0179	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0180	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0181	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0229	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0182	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0081-p0229	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0183	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0184	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0185	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0081-p0229	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0186	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0081-p0229	visual_checked;visual_blank_or_no_substantive
p0187	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0188	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0081-p0229	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
