page_span	ocr_signal	class	segment	flags
p0121	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0122	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0123-p0126	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0127	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0128-p0129	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0130	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0131-p0133	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0134	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0135-p0139	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0140	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0141-p0142	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0143	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0144-p0145	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0146	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0147-p0149	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0150	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0151-p0152	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0153	not_crosschecked_in_this_round	blank-no-substantive-visual	S4_p0121-p0160	visual_checked;visual_blank_or_no_substantive
p0154-p0160	not_crosschecked_in_this_round	high-noise-layout-risk	S4_p0121-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0161	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0162	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0163-p0165	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0166	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0167-p0169	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0170	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0171-p0172	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0173	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0174-p0175	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0176	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0177-p0178	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0179	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0180-p0184	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0185	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0186-p0188	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0189	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0190-p0191	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0192	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0193-p0196	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0197	not_crosschecked_in_this_round	blank-no-substantive-visual	S5_p0161-p0200	visual_checked;visual_blank_or_no_substantive
p0198-p0200	not_crosschecked_in_this_round	high-noise-layout-risk	S5_p0161-p0200	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0201-p0202	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0203	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
p0204-p0205	not_crosschecked_in_this_round	high-noise-layout-risk	S6_p0201-p0240	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0206	not_crosschecked_in_this_round	blank-no-substantive-visual	S6_p0201-p0240	visual_checked;visual_blank_or_no_substantive
