page_span	ocr_signal	class	segment	flags
p0041	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0042	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0043	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0044	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0045	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0046	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0047	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0048	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0160	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0049	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0050	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0051	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0052	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0160	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0053	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0054	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0055	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0056	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0057	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0058	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0160	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0059	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0060	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0061	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0062	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0063	raw_ocr_present_not_semantically_proofread	short-text-or-nontext	p0001-p0160	visual_checked;sparse_source_regions;short_text_or_nontext_control
p0064	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
p0065	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0066	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0067	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0068	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0069	raw_ocr_present_not_semantically_proofread	usable-with-noise-visual	p0001-p0160	visual_checked;larger_internally_linear_source_regions;retrieval_stronger_with_noise
p0070	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0071	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0072	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0073	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0074	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0075	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0076	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0077	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0078	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0079	raw_ocr_present_not_semantically_proofread	high-noise-layout-risk	p0001-p0160	visual_checked;mounted_slip_or_composite_layout;reading_order_risk;small_source_regions;dark_mounting_board
p0080	raw_ocr_present_not_semantically_proofread	blank-no-substantive-visual	p0001-p0160	visual_checked;visual_blank_or_no_substantive
